"Collection Name","Title#1","Subtitle#1","Alternative Title#1","Name#1","Name URI#1","Name#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Date Created#1","Language Term#1","Language Term URI#1","Extent#1","Form#1","Form URI#1","Abstract#1","Note#1","Note#2","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Location URL#1","Date Captured#1","Internet Media Type#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Early Photography of Asia","Hong Kong “Harbour""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","landscape photography","http://id.worldcat.org/fast/992030","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1⅝","travel photography","http://vocab.getty.edu/page/aat/300054230","Hong Kong “Harbour""","Collection origin: Albert E. Kane","","Boats and boating","http://id.worldcat.org/fast/835176","Cities and towns","http://id.worldcat.org/fast/861748","Harbors","http://id.worldcat.org/fast/951219","","","","","Hong Kong (Asia) (semi-independent political entity)","http://vocab.getty.edu/page/tgn/7004542","","","","","narv_photogEarlyAsia_Kane_02_00_18_04.tif","https://ark.colorado.edu/ark:/47540/zg993x4577mr","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","80","1228101","5082","narv_photogEarlyAsia_Kane_02_00_18_04.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~80~1228101"
"Early Photography of Asia","Hong Kong “Hong Kong Harbour""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","landscape photography","http://id.worldcat.org/fast/992030","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1⅝","travel photography","http://vocab.getty.edu/page/aat/300054230","Hong Kong “Hong Kong Harbour""","Collection origin: Albert E. Kane","","Boats and boating","http://id.worldcat.org/fast/835176","Cities and towns","http://id.worldcat.org/fast/861748","Harbors","http://id.worldcat.org/fast/951219","","","","","Hong Kong (Asia) (semi-independent political entity)","http://vocab.getty.edu/page/tgn/7004542","","","","","narv_photogEarlyAsia_Kane_02_00_18_02.tif","https://ark.colorado.edu/ark:/47540/gv101x4242kq","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","78","1228103","5082","narv_photogEarlyAsia_Kane_02_00_18_02.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~78~1228103"
"Early Photography of Asia","Hong Kong “Junk Through The Porthole""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1","travel photography","http://vocab.getty.edu/page/aat/300054230","Hong Kong “Junk Through The Porthole""","Collection origin: Albert E. Kane","","Boats and boating","http://id.worldcat.org/fast/835176","Sailing ships","http://id.worldcat.org/fast/1103529","Merchant ships","http://id.worldcat.org/fast/1017038","","","","","Hong Kong (Asia) (semi-independent political entity)","http://vocab.getty.edu/page/tgn/7004542","","","","","narv_photogEarlyAsia_Kane_02_00_18_07.tif","https://ark.colorado.edu/ark:/47540/4d1h7p3916j8","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","83","1228098","5082","narv_photogEarlyAsia_Kane_02_00_18_07.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~83~1228098"
"Early Photography of Asia","Hong Kong “Rickshas on Victoria Peak""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1","travel photography","http://vocab.getty.edu/page/aat/300054230","Hong Kong “Rickshas on Victoria Peak""","Collection origin: Albert E. Kane","","Rickshaw men","http://id.loc.gov/authorities/subjects/sh85113959","Transportation","http://id.worldcat.org/fast/1155007","Carriages and carts","http://id.worldcat.org/fast/847910","","","","","Hong Kong (Asia) (semi-independent political entity)","http://vocab.getty.edu/page/tgn/7004542","","","","","narv_photogEarlyAsia_Kane_02_00_18_05.tif","https://ark.colorado.edu/ark:/47540/xg0b8196r79d","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","81","1228100","5082","narv_photogEarlyAsia_Kane_02_00_18_05.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~81~1228100"
"Early Photography of Asia","Hong Kong “Victoria Peak – from Kowloon""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","Hong Kong “Victoria Peak – from Kowloon""","Collection origin: Albert E. Kane","","Mountains","http://id.worldcat.org/fast/1028366","Tower clocks","http://id.worldcat.org/fast/1153269","Railroad stations","http://id.worldcat.org/fast/1088652","Mount Austin","local","Kowloon-Canton Railway Clock Tower","local","Hong Kong (Asia) (semi-independent political entity)","http://vocab.getty.edu/page/tgn/7004542","","","","","narv_photogEarlyAsia_Kane_02_00_18_01.tif","https://ark.colorado.edu/ark:/47540/d92t9422j03x","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","77","1228104","5082","narv_photogEarlyAsia_Kane_02_00_18_01.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~77~1228104"
"Early Photography of Asia","Htee of Great Pagoda Moulmein","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 7.5”x 9.5”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of the Htee of a Pagoda and a sculpted horse being moved through a street in Mawlamyine (previously Moulmein), Myanmar. (Burma) Many local men are pictured pulling and pushing the carts holding the objects. The title is written on the back of the photograph.","Collection origin: Ira Wolff Photographic History Collection","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","Pagodas","http://id.worldcat.org/fast/1050345","Carriages and carts","http://id.worldcat.org/fast/847910","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","narv_photogEarlyAsia_albumen_d_0011.jpg","https://ark.colorado.edu/ark:/47540/1v5d6g0655z7","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 2642","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/2445","2022","image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","171","1227014","5082","narv_photogEarlyAsia_albumen_d_0011.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~171~1227014"
"Early Photography of Asia","Jack","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1933","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of Jacob Rabinowitz and another man, presumably on their way to the Great Wall of China.","Collection origin: Albert E. Kane","","Voyages and travels","http://id.worldcat.org/fast/1169308","Travelers","http://id.worldcat.org/fast/1155691","","","Rabinowitz, Jacob","local","","","China (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000111","","","","","narv_photogEarlyAsia_Kane_02_00_03_02.tif","https://ark.colorado.edu/ark:/47540/5r1z3905j3jh","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","14","1228166","5082","narv_photogEarlyAsia_Kane_02_00_03_02.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~14~1228166"
"Early Photography of Asia","Japan “Country Couple""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","portraits","http://vocab.getty.edu/page/aat/300015637","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Japan “Country Couple""","Collection origin: Albert E. Kane","","Couples","http://id.worldcat.org/fast/881567","City and town life","http://id.worldcat.org/fast/862081","","","","","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","narv_photogEarlyAsia_Kane_02_00_19_09.tif","https://ark.colorado.edu/ark:/47540/9n8k4g44v0tg","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","95","1228086","5082","narv_photogEarlyAsia_Kane_02_00_19_09.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~95~1228086"
"Early Photography of Asia","Japan “Enoshima""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","landscape photography","http://id.worldcat.org/fast/992030","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Japan “Enoshima""","Collection origin: Albert E. Kane","","Islands","http://id.worldcat.org/fast/980104","","","","","","","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","narv_photogEarlyAsia_Kane_02_00_19_18.tif","https://ark.colorado.edu/ark:/47540/cs8d6t85f8dp","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","104","1228077","5082","narv_photogEarlyAsia_Kane_02_00_19_18.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~104~1228077"
"Early Photography of Asia","Japan “Fumiko – Aika – Kimko (L to R)""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","portraits","http://vocab.getty.edu/page/aat/300015637","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Japan “Fumiko – Aika – Kimko (L to R)""","Collection origin: Albert E. Kane","","Women","http://id.worldcat.org/fast/1176568","","","","","","","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","narv_photogEarlyAsia_Kane_02_00_19_20.tif","https://ark.colorado.edu/ark:/47540/dt7x6408v0h6","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","106","1228075","5082","narv_photogEarlyAsia_Kane_02_00_19_20.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~106~1228075"
"Early Photography of Asia","Japan “Gifu""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Japan “Gifu""","Collection origin: Albert E. Kane","","Bridges","http://id.worldcat.org/fast/838671","Boats and boating","http://id.worldcat.org/fast/835176","Rivers","http://id.worldcat.org/fast/1098312","","","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","narv_photogEarlyAsia_Kane_02_00_19_14.tif","https://ark.colorado.edu/ark:/47540/m38h9p04j91z","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","100","1228081","5082","narv_photogEarlyAsia_Kane_02_00_19_14.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~100~1228081"
"Early Photography of Asia","Japan “Ginkakuji Gardens""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Japan “Ginkakuji Gardens""","Collection origin: Albert E. Kane","","Zen temples","http://id.worldcat.org/fast/1734294","Gardens","http://id.worldcat.org/fast/937895","Bridges","http://id.worldcat.org/fast/838671","","","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","narv_photogEarlyAsia_Kane_02_00_19_15.tif","https://ark.colorado.edu/ark:/47540/qv073064x2br","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","101","1228080","5082","narv_photogEarlyAsia_Kane_02_00_19_15.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~101~1228080"
"Early Photography of Asia","Japan “Ginkakuji – S. Nizawa""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Japan “Ginkakuji – S. Nizawa""","Collection origin: Albert E. Kane","","Zen temples","http://id.worldcat.org/fast/1734294","Sacred space","http://id.worldcat.org/fast/1103191","Bridges","http://id.worldcat.org/fast/838671","Silver Pavilion","local","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","narv_photogEarlyAsia_Kane_02_00_19_16.tif","https://ark.colorado.edu/ark:/47540/cs3g9t05409j","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","102","1228079","5082","narv_photogEarlyAsia_Kane_02_00_19_16.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~102~1228079"
"Early Photography of Asia","Japan “Horiuji""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Japan “Horiuji""","Collection origin: Albert E. Kane","","Buddhist temples","http://id.worldcat.org/fast/1727649","Sacred space","http://id.worldcat.org/fast/1103191","","","","","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","narv_photogEarlyAsia_Kane_02_00_19_08.tif","https://ark.colorado.edu/ark:/47540/jj7q4425v3zv","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","94","1228087","5082","narv_photogEarlyAsia_Kane_02_00_19_08.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~94~1228087"
"Early Photography of Asia","Japan “J. Mikaye-Miajima""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","portraits","http://vocab.getty.edu/page/aat/300015637","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Japan “J. Mikaye-Miajima""","Collection origin: Albert E. Kane","","Men","http://id.worldcat.org/fast/1015978","","","","","","","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","narv_photogEarlyAsia_Kane_02_00_19_05.tif","https://ark.colorado.edu/ark:/47540/d64p0c72q8qm","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","91","1228090","5082","narv_photogEarlyAsia_Kane_02_00_19_05.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~91~1228090"
"Early Photography of Asia","Japan “Japanese Youth – Lake Biwa – Mr. Iyogyorin""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Japan “Japanese Youth – Lake Biwa – Mr. Iyogyorin""","Collection origin: Albert E. Kane","","Teenage boys","http://id.worldcat.org/fast/1145373","Lakes","http://id.worldcat.org/fast/990901","","","","","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","narv_photogEarlyAsia_Kane_02_00_19_13.tif","https://ark.colorado.edu/ark:/47540/40992592996h","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","99","1228082","5082","narv_photogEarlyAsia_Kane_02_00_19_13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~99~1228082"
"Early Photography of Asia","Japan “Kapur(man on L) and Shrimankaer(man on R)""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","portraits","http://vocab.getty.edu/page/aat/300015637","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Japan “Kapur(man on L) and Shrimankaer(man on R)""","Collection origin: Albert E. Kane","","Couples","http://id.worldcat.org/fast/881567","","","","","Kapur, Somnath","local","Shrimankaer","local","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","narv_photogEarlyAsia_Kane_02_00_19_04.tif","https://ark.colorado.edu/ark:/47540/2v053h69r4kq","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","90","1228091","5082","narv_photogEarlyAsia_Kane_02_00_19_04.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~90~1228091"
"Early Photography of Asia","Japan “Kegon Waterfalls""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Japan “Kegon Waterfalls""","Collection origin: Albert E. Kane","","Waterfalls","http://id.worldcat.org/fast/1172616","Nature","http://id.loc.gov/authorities/subjects/sh85090277","","","","","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","narv_photogEarlyAsia_Kane_02_00_19_17.tif","https://ark.colorado.edu/ark:/47540/8046411772v2","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","103","1228078","5082","narv_photogEarlyAsia_Kane_02_00_19_17.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~103~1228078"
