"Collection Name","Title#1","Subtitle#1","Alternative Title#1","Name#1","Name URI#1","Name#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Date Created#1","Language Term#1","Language Term URI#1","Extent#1","Form#1","Form URI#1","Abstract#1","Note#1","Note#2","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Location URL#1","Date Captured#1","Internet Media Type#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Early Photography of Asia","Keijo “Old Imperial Palace""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Keijo “Old Imperial Palace""","Collection origin: Albert E. Kane","","Palaces","http://id.worldcat.org/fast/1051243","Architectural photography","http://id.worldcat.org/fast/813301","","","","","","","Seoul (South Korea, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002223","","","","","narv_photogEarlyAsia_Kane_02_00_26_12.tif","https://ark.colorado.edu/ark:/47540/m74d8514n36t","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","140","1228041","5082","narv_photogEarlyAsia_Kane_02_00_26_12.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~140~1228041"
"Early Photography of Asia","Keijo “Youthful Types""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","portraits","http://vocab.getty.edu/page/aat/300015637","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Keijo “Youthful Types""","Collection origin: Albert E. Kane","","Children","http://id.worldcat.org/fast/854835","","","","","","","","","Seoul (South Korea, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002223","","","","","narv_photogEarlyAsia_Kane_02_00_26_02.tif","https://ark.colorado.edu/ark:/47540/48872b35573m","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","130","1228051","5082","narv_photogEarlyAsia_Kane_02_00_26_02.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~130~1228051"
"Early Photography of Asia","Kids School in Moulmein","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 7.5”x 9.5”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph showing the front of a children's school in Mawlamyine (previously Moulmein), Myanmar (Burma). It is a white school building with two stories, with the windows having wooden shutters as well as rounded entryways. On the second story, curtains can be seen over the entry ways. On the upper balcony as well as in the ground level entry way, 12 people are standing and looking towards the camera. The building is surrounded by trees and grass. The title is written on back of the photograph.","Collection origin: Ira Wolff Photographic History Collection","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","Education, colonial","http://id.worldcat.org/fast/902918","School buildings","http://id.worldcat.org/fast/1107046","School children","http://id.worldcat.org/fast/1107147","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","narv_photogEarlyAsia_albumen_d_0007.jpg","https://ark.colorado.edu/ark:/47540/cz7t4q40s2zx","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 2642","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/2445","2022","image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","167","1227018","5082","narv_photogEarlyAsia_albumen_d_0007.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~167~1227018"
"Early Photography of Asia","Konlou","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of a woman working near railroad tracks in Guangzhou, China.","Collection origin: Albert E. Kane","","Labor","http://id.worldcat.org/fast/989798","Employees","http://id.worldcat.org/fast/909111","Railroads","http://id.worldcat.org/fast/1088711","","","","","Guangzhou (Canton, China, Asia) (second level subdivision)","http://vocab.getty.edu/page/tgn/8208558","","","","","narv_photogEarlyAsia_Kane_02_00_02_01.tif","https://ark.colorado.edu/ark:/47540/bd4v3f41c1ss","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1","1228179","5082","narv_photogEarlyAsia_Kane_02_00_02_01.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~1~1228179"
"Early Photography of Asia","Konlou","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of an outdoor workplace or market in Guangzhou, China.","Collection origin: Albert E. Kane","","City and town life","http://id.worldcat.org/fast/862081","Labor","http://id.worldcat.org/fast/989798","","","","","","","Guangzhou (Canton, China, Asia) (second level subdivision)","http://vocab.getty.edu/page/tgn/8208558","","","","","narv_photogEarlyAsia_Kane_02_00_02_07.tif","https://ark.colorado.edu/ark:/47540/1z0s3h8444wz","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","7","1228173","5082","narv_photogEarlyAsia_Kane_02_00_02_07.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~7~1228173"
"Early Photography of Asia","Konlou","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of a small, roadside shrine in the vicinity of Guangzhou, China.","Collection origin: Albert E. Kane","","Shrines","http://id.worldcat.org/fast/1117849","Sacred space","http://id.worldcat.org/fast/1103191","","","","","","","Guangzhou (Canton, China, Asia) (second level subdivision)","http://vocab.getty.edu/page/tgn/8208558","","","","","narv_photogEarlyAsia_Kane_02_00_02_09.tif","https://ark.colorado.edu/ark:/47540/q11r2z94640j","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","9","1228171","5082","narv_photogEarlyAsia_Kane_02_00_02_09.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~9~1228171"
"Early Photography of Asia","Konlou","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2”x 1½”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of a smiling Chinese worker in the vicinity of Guangzhou, China.","Collection origin: Albert E. Kane","","Portrait photography","http://id.worldcat.org/fast/1072259","Labor","http://id.worldcat.org/fast/989798","Employees","http://id.worldcat.org/fast/909111","","","","","Guangzhou (Canton, China, Asia) (second level subdivision)","http://vocab.getty.edu/page/tgn/8208558","","","","","narv_photogEarlyAsia_Kane_02_00_02_11.tif","https://ark.colorado.edu/ark:/47540/rq7n7m98m9nx","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","10","1228170","5082","narv_photogEarlyAsia_Kane_02_00_02_11.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~10~1228170"
"Early Photography of Asia","Konlou, Hau Wong Temple","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of the steps and entrance to Hau Wong Temple in Guangzhou, China. The image includes two children.","Collection origin: Albert E. Kane","","Children","http://id.worldcat.org/fast/854835","Temples","http://id.worldcat.org/fast/1147397","","","","","","","Guangzhou (Canton, China, Asia) (second level subdivision)","http://vocab.getty.edu/page/tgn/8208558","","","","","narv_photogEarlyAsia_Kane_02_00_02_02.tif","https://ark.colorado.edu/ark:/47540/4h3s8c3427b8","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","2","1228178","5082","narv_photogEarlyAsia_Kane_02_00_02_02.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~2~1228178"
"Early Photography of Asia","Kyoto “Chonin Monastery""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","architectural photography","http://vocab.getty.edu/page/aat/300435151","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Kyoto “Chonin Monastery""","Collection origin: Albert E. Kane","","Sacred space","http://id.worldcat.org/fast/1103191","Monasteries","http://id.worldcat.org/fast/1025070","","","","","","","Kyōto (Japan, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7004603","","","","","narv_photogEarlyAsia_Kane_02_00_22_07.tif","https://ark.colorado.edu/ark:/47540/6r677r06h43v","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","121","1228060","5082","narv_photogEarlyAsia_Kane_02_00_22_07.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~121~1228060"
"Early Photography of Asia","Kyoto “Gion Gate""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","architectural photography","http://vocab.getty.edu/page/aat/300435151","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Kyoto “Gion Gate""","Collection origin: Albert E. Kane","","Shrines","http://id.worldcat.org/fast/1117849","Gates","http://id.worldcat.org/fast/938950","","","","","","","Kyōto (Japan, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7004603","","","","","narv_photogEarlyAsia_Kane_02_00_22_03.tif","https://ark.colorado.edu/ark:/47540/g44z1n709683","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","117","1228064","5082","narv_photogEarlyAsia_Kane_02_00_22_03.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~117~1228064"
"Early Photography of Asia","Kyoto “Heian Jingu""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","architectural photography","http://vocab.getty.edu/page/aat/300435151","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1⅝","travel photography","http://vocab.getty.edu/page/aat/300054230","Kyoto “Heian Jingu""","Collection origin: Albert E. Kane","","Shrines","http://id.worldcat.org/fast/1117849","Sacred space","http://id.worldcat.org/fast/1103191","","","","","","","Kyōto (Japan, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7004603","","","","","narv_photogEarlyAsia_Kane_02_00_22_04.tif","https://ark.colorado.edu/ark:/47540/tn962j67s160","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","118","1228063","5082","narv_photogEarlyAsia_Kane_02_00_22_04.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~118~1228063"
"Early Photography of Asia","Kyoto “Higashi Hongangi""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","architectural photography","http://vocab.getty.edu/page/aat/300435151","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Kyoto “Higashi Hongangi""","Collection origin: Albert E. Kane","","Buddhist temples","http://id.worldcat.org/fast/1727649","Sacred space","http://id.worldcat.org/fast/1103191","","","","","","","Kyōto (Japan, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7004603","","","","","narv_photogEarlyAsia_Kane_02_00_22_05.tif","https://ark.colorado.edu/ark:/47540/mh8h8610t3z8","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","119","1228062","5082","narv_photogEarlyAsia_Kane_02_00_22_05.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~119~1228062"
"Early Photography of Asia","Kyoto “Kinkakusi""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","architectural photography","http://vocab.getty.edu/page/aat/300435151","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Kyoto “Kinkakusi""","Collection origin: Albert E. Kane","","Buddhist temples","http://id.worldcat.org/fast/1727649","Sacred space","http://id.worldcat.org/fast/1103191","","","","","","","Kyōto (Japan, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7004603","","","","","narv_photogEarlyAsia_Kane_02_00_22_06.tif","https://ark.colorado.edu/ark:/47540/pm810110s7xr","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","120","1228061","5082","narv_photogEarlyAsia_Kane_02_00_22_06.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~120~1228061"
"Early Photography of Asia","Ling Nan University-formerly Canton Christian College","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","architectural photography","http://vocab.getty.edu/page/aat/300435151","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of the front lawn and front of the Lingnan University building in Guangzhou, China.","Collection origin: Albert E. Kane","","Universities and colleges","http://id.worldcat.org/fast/1161597","","","","","Lingnan University (Hong Kong, China)","http://id.worldcat.org/fast/749225","","","Guangzhou (Canton, China, Asia) (second level subdivision)","http://vocab.getty.edu/page/tgn/8208558","","","","","narv_photogEarlyAsia_Kane_02_00_02_06.tif","https://ark.colorado.edu/ark:/47540/3t0b0q72f2cj","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","6","1228174","5082","narv_photogEarlyAsia_Kane_02_00_02_06.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~6~1228174"
"Early Photography of Asia","Llama Priest – Prayer Roll","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of a Lamaist Buddhist priest in Beijing, China. The priest wears a plummed lamaist priest hat.","Collection origin: Albert E. Kane","","Buddhist priests","http://id.worldcat.org/fast/1727629","Sacred space","http://id.worldcat.org/fast/1103191","","","","","","","Beijing (Hebei, China, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/8376188","","","","","narv_photogEarlyAsia_Kane_02_00_08_01.tif","https://ark.colorado.edu/ark:/47540/nj276198b7st","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","39","1228142","5082","narv_photogEarlyAsia_Kane_02_00_08_01.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~39~1228142"
"Early Photography of Asia","Lum Gi, Temple of 500 Buddhas, Canton","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of a few of the Buddha statues at the Temple of 500 Buddhas (probably Hualin Temple) in Guangzhou, China.","Collection origin: Albert E. Kane","","Buddhist temples","http://id.worldcat.org/fast/1727649","Sculpture--Religious aspects","http://id.worldcat.org/fast/1109503","","","","","","","Guangzhou (Canton, China, Asia) (second level subdivision)","http://vocab.getty.edu/page/tgn/8208558","","","","","narv_photogEarlyAsia_Kane_02_00_02_12.tif","https://ark.colorado.edu/ark:/47540/c96p7z82q4dg","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","11","1228169","5082","narv_photogEarlyAsia_Kane_02_00_02_12.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~11~1228169"
"Early Photography of Asia","Manchukuo Troops","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of troops in the state of Manchuria, presumably in Shenyang, China. Some of the troops have trumpets and drums. The image is taken after Manchuria fell under Japanese control.","Collection origin: Albert E. Kane","","Marching bands","http://id.worldcat.org/fast/1009088","Soldiers","http://id.worldcat.org/fast/1125233","","","","","","","Shenyang (Liaoning, China, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7016661","","","","","narv_photogEarlyAsia_Kane_02_00_06_03.tif","https://ark.colorado.edu/ark:/47540/3m641z16086v","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","36","1228145","5082","narv_photogEarlyAsia_Kane_02_00_06_03.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~36~1228145"
"Early Photography of Asia","Manila Unlabeled","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","portraits","http://vocab.getty.edu/page/aat/300015637","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","Manila Unlabeled","Collection origin: Albert E. Kane","","Women","http://id.worldcat.org/fast/1176568","","","","","","","","","Manila (Philippines, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7003706","","","","","narv_photogEarlyAsia_Kane_02_00_27_02.tif","https://ark.colorado.edu/ark:/47540/dm386513894x","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","142","1228039","5082","narv_photogEarlyAsia_Kane_02_00_27_02.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~142~1228039"
"Early Photography of Asia","Manila “Boulevard""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","Manila “Boulevard""","Collection origin: Albert E. Kane","","Streets","http://id.worldcat.org/fast/1134794","Palms","http://id.worldcat.org/fast/1051793","","","","","","","Manila (Philippines, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7003706","","","","","narv_photogEarlyAsia_Kane_02_00_27_01.tif","https://ark.colorado.edu/ark:/47540/4w2g8h16h20q","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","141","1228040","5082","narv_photogEarlyAsia_Kane_02_00_27_01.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~141~1228040"
"Early Photography of Asia","Manila “Bullock Cart""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","Manila “Bullock Cart""","Collection origin: Albert E. Kane","","Carriages and carts","http://id.worldcat.org/fast/847910","Bulls","http://id.worldcat.org/fast/841533","","","","","","","Manila (Philippines, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7003706","","","","","narv_photogEarlyAsia_Kane_02_00_27_03.tif","https://ark.colorado.edu/ark:/47540/c9885j90t4d8","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","143","1228038","5082","narv_photogEarlyAsia_Kane_02_00_27_03.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~143~1228038"
