"Collection Name","Title#1","Title Type#1","Subtitle#1","Alternative Title#1","Alternative Title#2","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Genre#3","Genre URI#3","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Language Term#1","Language Term URI#1","Language Term Type#1","Language Term#2","Language Term URI#2","Language Term Type#2","Language Term#3","Language Term URI#3","Language Term Type#3","Language Term#4","Language Term URI#4","Language Term Type#4","Extent#1","Physical Description Note#1","Form#1","Form URI#1","Form#2","Form URI#2","Form#3","Form URI#3","Abstract#1","Abstract#2","Abstract#3","Table of Contents#1","Note#1","Note Type#1","Note#2","Note#3","Note#4","Note#5","Note Type#5","Note#6","Note#7","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Topic#7","Subject Topic URI#7","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Geographic#4","Subject Geographic URI#4","Subject Geographic#5","Subject Geographic URI#5","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Location URL#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Early Photography in Asia","*DO NOT PUBLISH UNTIL NOTIFIED*","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","","","albums","local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_photoEarlyAsia_albumInde.pdf","https://ark.colorado.edu/ark:/47540/xb0v2t108475","University of Colorado Boulder Libraries Archives","","","2025","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","186","1255152","5409","narv_photoEarlyAsia_albumInde.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~186~1255152"
"Early Photography in Asia","*DO NOT PUBLISH UNTIL NOTICE* | Photographs : Japan, 1916-1923","Devised","","Japan 1916-1923","Bookseller's title: Album of 85 snapshots of Japan 1916-1923, Fujiyama and more","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","[1916/1923]","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 album : photographs ; 14 x 21 cm","","albums","local","","","","","""Photographs depict expeditions to climb Fujiyama and various of the Japan Alps, with scenes along the way of people and places, ecstatic pilgrims, the Imperial bodyguard, women's groups, schoolchildren and the photographer and his many climbing companions, foreign and Japanese""--Bookseller's description.","","","","Consists of one album in flexible black cloth covers, cord-bound, with ""Photographs"" in gilt lettering on the cover. Black paper mounts, captioned in white ink, mostly in English with some Japanese. 89 photographs are mounted (ranging from 11 x 16 cm to 6 x 8 cm); six photographs and one postcard are loose with inscription and date at the back.","","","","","","","","","Mountaineering","http://id.worldcat.org/fast/1028334","Japan--Description and travel--Photographs","http://id.loc.gov/authorities/subjects/sh85069398","","","","","","","","","","","","","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","Japanese Alps (Japan)","http://id.loc.gov/authorities/subjects/sh85069597","","","","","","","narv_photoEarlyAsia_japan1916.pdf","https://ark.colorado.edu/ark:/47540/n24j1c94h0zn","University of Colorado Boulder Libraries Archives","DS810 .J32 1916","https://libcat.colorado.edu/Record/b12833612","2025","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","191","1255160","5409","narv_photoEarlyAsia_japan1916.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~191~1255160"
"Early Photography in Asia","Residence of Rangoon","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 7.5”x 9.5”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph of a residence in Yangon (previously Rangoon), Myanmar (Burma). The image shows a large home with two Burmese workers dressed in all white clothing, while British individuals are taking their tea in front of the house, adorned in traditional western style clothes including one man in a top hat and the other two in pith helmets. Also seen in the photograph is a horse drawn carriage that fits under the porch of the residence. The title is written on the back of the photograph. It is possible that these individuals were also the ones who photographed the other images of Myanmar in this collection of 19 loose images.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","Imperialism","http://id.worldcat.org/fast/968126","Afternoon teas","http://id.worldcat.org/fast/800074","Dwellings","http://id.worldcat.org/fast/899978","","","","","","","","","","","","","Yangon (Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002152","","","","","","","","","narv_photogEarlyAsia_albumen_d_0008.jpg","https://ark.colorado.edu/ark:/47540/0b9b4b60c941","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","168","1227017","5409","narv_photogEarlyAsia_albumen_d_0008.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~168~1227017"
"Early Photography in Asia","Kids School in Moulmein","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 7.5”x 9.5”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph showing the front of a children's school in Mawlamyine (previously Moulmein), Myanmar (Burma). It is a white school building with two stories, with the windows having wooden shutters as well as rounded entryways. On the second story, curtains can be seen over the entry ways. On the upper balcony as well as in the ground level entry way, 12 people are standing and looking towards the camera. The building is surrounded by trees and grass. The title is written on back of the photograph.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","Education, colonial","http://id.worldcat.org/fast/902918","School buildings","http://id.worldcat.org/fast/1107046","School children","http://id.worldcat.org/fast/1107147","","","","","","","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","","","","","narv_photogEarlyAsia_albumen_d_0007.jpg","https://ark.colorado.edu/ark:/47540/cz7t4q40s2zx","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","167","1227018","5409","narv_photogEarlyAsia_albumen_d_0007.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~167~1227018"
"Early Photography in Asia","Street Scene in Moulmein","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 7.5”x 9.5”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph of three individuals (one man and two women) in a street scene in Mawlamyine (previously Moulmein), Myanmar (Burma). The man is inspecting what looks like figs or plums. One of the women is standing carrying a tray of cigars on her head and the other woman is seated with a tray of plantains, some sort of melon slices, a coconut and plums or figs. All three individuals are dressed in traditional Burmese attire. The title is written on back of the photograph.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","City and town life","http://id.worldcat.org/fast/862081","Vending stands","http://id.worldcat.org/fast/1165152","Produce trade","http://id.worldcat.org/fast/1078136","","","","","","","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","","","","","narv_photogEarlyAsia_albumen_d_0004.jpg","https://ark.colorado.edu/ark:/47540/9q121r15j323","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","164","1227021","5409","narv_photogEarlyAsia_albumen_d_0004.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~164~1227021"
"Early Photography in Asia","Elephant Moving Timber in Moulmein","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 7.5”x 9.5”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph of a lumber yard in Mawlamyine (previously Moulmein), Myanmar (Burma) with various piles of lumber, men working in the yard, and two elephants being used to move lumber. The image shows British officials (potentially soldiers) overlooking the Burmese individuals working. There are two buildings in the background of the photograph as well as a body of water in the distance. The title is written on the back of the photograph.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","Labor","http://id.worldcat.org/fast/989798","Imperialism","http://id.worldcat.org/fast/968126","Lumber trade","http://id.worldcat.org/fast/1003543","","","","","","","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","","","","","narv_photogEarlyAsia_albumen_d_0005.jpg","https://ark.colorado.edu/ark:/47540/326z3g5180h2","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","165","1227020","5409","narv_photogEarlyAsia_albumen_d_0005.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~165~1227020"
"Early Photography in Asia","Pagoda 25 Miles Above Moulmein, Burmese Canoe","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 7.5”x 9.5”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph taken along the Salween River (Thanlwin River) north of Mawlamyine (previously Moulmein), Myanmar (Burma). The image shows a Burmese canoe with a man steering it. Also pictured is a hill where the tips of the Pagoda are viewable. At the foot of the hill are two men standing on the shore of the river. The title is written on the back of the photograph.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","Rivers","http://id.worldcat.org/fast/1098312","Pagodas","http://id.worldcat.org/fast/1050345","Canoes and canoeing","http://id.worldcat.org/fast/845880","","","","","","","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","","","","","narv_photogEarlyAsia_albumen_d_0010.jpg","https://ark.colorado.edu/ark:/47540/g5079679q6f1","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","170","1227015","5409","narv_photogEarlyAsia_albumen_d_0010.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~170~1227015"
"Early Photography in Asia","Street in Moulmein","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 7.5”x 9.5”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph of a street in Mawlamyine (previously Moulmein), Myanmar (Burma). The image has five men visible in the foreground with small wooden buildings lining the street in the background. The road is made of dirt and the men are shirtless with their heads wrapped in headscarves and are wearing other linen garments. The title written on back of the photograph.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","City and town life","http://id.worldcat.org/fast/862081","Streets","http://id.worldcat.org/fast/1134794","","","","","","","","","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","","","","","narv_photogEarlyAsia_albumen_d_0006.jpg","https://ark.colorado.edu/ark:/47540/qv1q0j71m0vd","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","166","1227019","5409","narv_photogEarlyAsia_albumen_d_0006.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~166~1227019"
"Early Photography in Asia","General View of Moulmein from the Hill","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 7.5”x 9.5”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph taken of the city of Mawlamyine (previously Moulmein), Myanmar (Burma) from the hill above the city. Various buildings and temples are visable among the treetops, as well as the river delta behind the city. The title is written on the back of the photograph.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","Rivers","http://id.worldcat.org/fast/1098312","Buddhist temples","http://id.worldcat.org/fast/1727649","","","","","","","","","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","","","","","narv_photogEarlyAsia_albumen_d_0009.jpg","https://ark.colorado.edu/ark:/47540/8x20479045hr","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","169","1227016","5409","narv_photogEarlyAsia_albumen_d_0009.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~169~1227016"
"Early Photography in Asia","English Baptist Chapel Moulmein","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph of a Baptist Chapel in Mawlamyine (previously Moulmein), Myanmar (Burma). The image shows the chapel, a fence, a dirt path and road as well as the trees surrounding the chapel. The title is written on the back of the photograph.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","Baptist church buildings","http://id.worldcat.org/fast/827271","Imperialism","http://id.worldcat.org/fast/968126","","","","","","","","","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","","","","","narv_photogEarlyAsia_albumen_d_0015.jpg","https://ark.colorado.edu/ark:/47540/3f200153d14t","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","175","1227010","5409","narv_photogEarlyAsia_albumen_d_0015.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~175~1227010"
"Early Photography in Asia","Burmese Baptist Chapel Moulmein","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph of a Baptist Chapel in Mawlamyine (previously Moulmein), Myanmar (Burma). The image shows the chapel, a fence, a dirt path and road as well as the trees surrounding the chapel. The title is written on the back of the photograph.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","Baptist church buildings","http://id.worldcat.org/fast/827271","Imperialism","http://id.worldcat.org/fast/968126","","","","","","","","","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","","","","","narv_photogEarlyAsia_albumen_d_0016.jpg","https://ark.colorado.edu/ark:/47540/rd9k1r9211wr","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","176","1227009","5409","narv_photogEarlyAsia_albumen_d_0016.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~176~1227009"
"Early Photography in Asia","Mrs. Ludins Grave","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph taken with a stereo camera. The stereograph image shows a man pointing out Mrs. Ludins grave, which is gated off with a white wood gate in Mawlamyine (previously Moulmein), Myanmar (Burma). The title of the photograph is written on the back.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","Tombs","http://id.worldcat.org/fast/1152439","Sepulchral monuments","http://id.worldcat.org/fast/1112853","","","","","","","","","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","","","","","narv_photogEarlyAsia_albumen_d_0012.jpg","https://ark.colorado.edu/ark:/47540/81854512323h","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","172","1227013","5409","narv_photogEarlyAsia_albumen_d_0012.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~172~1227013"
"Early Photography in Asia","Buddhist Monastery in Moulmein","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 7.5”x 9.5”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph of the outside of a Buddhist Monastery in Mawlamyine (previously Moulmein), Myanmar (Burma). The image shows a variety of trees and plants and a well in front of the temple. The title is written on back of the photograph.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","Buddhist monasteries","http://id.worldcat.org/fast/1727613","","","","","","","","","","","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","","","","","narv_photogEarlyAsia_albumen_d_0003.jpg","https://ark.colorado.edu/ark:/47540/5n5k7k31n1b9","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","163","1227022","5409","narv_photogEarlyAsia_albumen_d_0003.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~163~1227022"
"Early Photography in Asia","Shwe-dagon Pagoda, Rangoon","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph of the Shwe-dagon (Shwedagon) Pagoda in Yangon (previously Rangoon), Myanmar (Burma). Photograph shows the htee of the pagoda. The title is written on the back of the photograph.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","Pagodas","http://id.worldcat.org/fast/1050345","Buddhist temples","http://id.worldcat.org/fast/1727649","","","","","","","","","","","","","","","Yangon (Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002152","","","","","","","","","narv_photogEarlyAsia_albumen_d_0018.jpg","https://ark.colorado.edu/ark:/47540/fx611g29g3nx","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","178","1227007","5409","narv_photogEarlyAsia_albumen_d_0018.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~178~1227007"
